Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFC.NS,HDFCBANK.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
2013-02-01,28.94497299194336,131.57167053222656,794.208984375,396.4958190917969,254.55899047851562,1511.21728515625,80.33979797363281,123.2429428100586,281.21588134765625,73.41350555419922,208.347900390625,344.7082824707031,134.6697998046875,457.654052734375,1609.55712890625,241.7875213623047,429.7917175292969,147.95712280273438,654.3057250976562,291.6263732910156,91.58413696289062,372.5103454589844,167.29066467285156,391.5378723144531,285.6289978027344,151.80812072753906,59.963802337646484,327.82244873046875,516.3672485351562,405.0193176269531,4182.7529296875,82.05977630615234,133.08181762695312,54.27684783935547,375.4969482421875,189.54942321777344,378.21844482421875,109.4346694946289,281.2581787109375,11.7099027633667,627.248779296875,212.4311981201172,245.76620483398438,1802.9024658203125,68.77537536621094,143.079833984375
2013-03-01,27.139686584472656,131.61911010742188,805.7345581054688,456.3619384765625,246.33030700683594,1378.3636474609375,76.50725555419922,110.42667388916016,254.08714294433594,74.54838562011719,227.14898681640625,363.7709045410156,134.36549377441406,447.45880126953125,1619.688720703125,223.5966339111328,409.05743408203125,162.60147094726562,713.5487060546875,291.6263732910156,84.82413482666016,392.6051330566406,168.06248474121094,384.60040283203125,283.8947448730469,159.35218811035156,54.537254333496094,324.542236328125,515.76318359375,399.27105712890625,4041.177001953125,77.19274139404297,132.21144104003906,55.909019470214844,356.60333251953125,188.80703735351562,386.13970947265625,111.75098419189453,263.26080322265625,10.727503776550293,651.5407104492188,214.13902282714844,241.52723693847656,1803.7708740234375,69.72563934326172,150.2097625732422
2013-04-01,29.273818969726562,137.59747314453125,801.2203369140625,434.4590759277344,282.69183349609375,1440.2904052734375,73.56715393066406,117.94330596923828,277.6015930175781,81.76241302490234,250.90452575683594,388.2458190917969,143.09349060058594,487.0390625,1859.6392822265625,260.05291748046875,426.1639709472656,147.54806518554688,731.9865112304688,318.1845397949219,90.05619049072266,490.8509826660156,187.10858154296875,444.51904296875,219.6454315185547,169.34225463867188,57.00312423706055,351.4300537109375,570.8805541992188,428.3831787109375,4387.4541015625,87.7479248046875,140.59423828125,59.29106140136719,363.6624755859375,206.25535583496094,448.4256286621094,128.70811462402344,293.435791015625,10.381178855895996,569.9404296875,192.66452026367188,254.9977569580078,1834.55859375,83.83113098144531,119.69705200195312
2013-05-01,28.414796829223633,144.28758239746094,967.861083984375,451.3362731933594,270.9216613769531,1394.4100341796875,65.7384262084961,141.61370849609375,262.9703063964844,74.38062286376953,313.3656005859375,354.9580078125,145.55908203125,442.97283935546875,1918.1368408203125,325.38262939453125,414.9825744628906,152.75926208496094,768.7328491210938,326.6719970703125,94.8252182006836,498.1659240722656,185.62928771972656,491.6080322265625,236.96299743652344,175.03250122070312,55.482234954833984,389.1276550292969,528.8062744140625,448.5251159667969,4670.09375,85.99126434326172,141.1106414794922,59.87234115600586,372.01348876953125,186.43870544433594,492.2992858886719,127.52808380126953,306.4447937011719,10.003995895385742,619.5787963867188,195.5446014404297,276.5223083496094,1812.7952880859375,92.05686950683594,112.58432006835938
2013-06-01,27.65644073486328,142.62693786621094,1011.80224609375,430.3058776855469,250.97018432617188,1473.6474609375,63.710601806640625,133.18817138671875,254.888916015625,72.42662048339844,291.7736511230469,375.4575500488281,135.6294708251953,449.09002685546875,2034.444580078125,288.05010986328125,401.2930603027344,159.1477813720703,759.1467895507812,312.2154235839844,92.41754913330078,491.9862060546875,175.05258178710938,444.2339782714844,248.37672424316406,169.53717041015625,53.39759826660156,358.9347839355469,531.505615234375,449.9390563964844,4275.28564453125,80.1637191772461,142.48777770996094,58.815452575683594,402.4164123535156,181.45477294921875,476.9516906738281,117.47620391845703,275.1449890136719,9.3867826461792,627.7243041992188,214.19969177246094,210.53562927246094,1811.5404052734375,80.62399291992188,119.92041778564453
2013-07-01,23.488845825195312,118.85575866699219,901.060791015625,474.8019714355469,195.92608642578125,1481.919921875,58.46501541137695,110.02751922607422,300.97418212890625,63.90003967285156,302.50469970703125,383.4561462402344,126.21543884277344,424.4401550292969,2091.612548828125,306.71630859375,384.84808349609375,192.27960205078125,702.0272827148438,286.7266540527344,83.43507385253906,515.023681640625,148.6168670654297,370.5127868652344,295.1725158691406,178.60598754882812,45.90262222290039,324.2192077636719,479.7197265625,422.4958801269531,4662.3876953125,72.8862533569336,125.10174560546875,53.425357818603516,406.8250427246094,158.66380310058594,533.0845336914062,141.8761749267578,284.1436767578125,7.39626932144165,757.38037109375,251.893798828125,248.12118530273438,1772.5975341796875,75.6351089477539,152.69512939453125
2013-08-01,20.00030517578125,120.3832778930664,834.98681640625,393.7507629394531,160.02357482910156,1441.36572265625,58.65241241455078,99.81584930419922,261.310302734375,53.88326644897461,307.5638427734375,399.40557861328125,112.69956970214844,457.6002502441406,2116.16650390625,280.39373779296875,332.1927795410156,213.383056640625,630.2854614257812,279.3204650878906,97.27920532226562,536.23291015625,131.4018096923828,341.1548156738281,308.7103271484375,161.35694885253906,44.6615104675293,328.1511535644531,410.29443359375,363.2929992675781,4327.58251953125,72.9977798461914,107.22085571289062,51.60224151611328,398.33447265625,141.0690460205078,491.4977111816406,123.4864273071289,294.695068359375,9.69051456451416,850.1154174804688,277.90582275390625,213.39369201660156,1430.0718994140625,80.74374389648438,168.59214782714844
2013-09-01,19.894296646118164,131.94850158691406,897.8607788085938,429.57611083984375,193.62478637695312,1559.4132080078125,60.1781120300293,113.29896545410156,278.39019775390625,65.38034057617188,359.9338073730469,416.4056396484375,131.99835205078125,446.6003723144531,2197.614013671875,312.9662780761719,388.9202575683594,222.970947265625,670.2784423828125,278.8736877441406,104.9949722290039,532.8361206054688,144.4643096923828,352.6302490234375,299.48138427734375,177.92645263671875,60.185184478759766,337.35491943359375,453.6606140136719,383.794189453125,4612.90869140625,82.22706604003906,115.26832580566406,51.8136100769043,383.6625061035156,149.98019409179688,559.4887084960938,127.79515075683594,327.4389953613281,9.603867530822754,806.046142578125,269.972900390625,220.4704132080078,1754.367431640625,87.67416381835938,164.91421508789062
2013-10-01,29.350271224975586,139.0692138671875,877.77197265625,504.593994140625,234.9010467529297,1671.18359375,63.42332077026367,131.53079223632812,320.7188415527344,73.79133605957031,411.4061279296875,397.8238525390625,131.0732421875,447.58984375,2267.063720703125,347.9078063964844,413.7601318359375,224.64231872558594,749.9136352539062,320.1369323730469,107.95059967041016,517.8900146484375,183.25953674316406,426.12078857421875,328.9921875,175.10386657714844,71.05672454833984,374.34405517578125,560.0372314453125,411.809326171875,4946.4462890625,83.95446014404297,126.61322784423828,54.172000885009766,426.721923828125,166.8690948486328,576.7304077148438,145.6962432861328,375.34844970703125,11.844355583190918,883.083984375,314.685302734375,253.8116912841797,1907.1339111328125,99.56781005859375,166.53526306152344
2013-11-01,37.194915771484375,150.96896362304688,805.5780029296875,472.101806640625,222.0772705078125,1549.2130126953125,72.79617309570312,137.1204376220703,285.68524169921875,69.77903747558594,383.7979736328125,376.6906433105469,123.79013061523438,530.3422241210938,2293.275390625,412.0287780761719,390.8751525878906,223.13644409179688,722.5064086914062,310.96734619140625,115.12853240966797,509.6346740722656,174.70924377441406,403.7436828613281,335.4299011230469,167.47251892089844,75.76663208007812,376.5082092285156,601.5928955078125,438.43304443359375,4547.06982421875,82.91278839111328,128.94117736816406,50.856441497802734,398.0312194824219,168.97732543945312,541.8687744140625,132.28150939941406,392.63134765625,14.16795825958252,839.7250366210938,344.40802001953125,217.5732421875,1849.876953125,101.14153289794922,164.12979125976562
2013-12-01,37.10304260253906,148.53164672851562,914.0380859375,459.3067626953125,249.66522216796875,1499.3104248046875,73.81993103027344,153.71426391601562,288.52459716796875,71.40037536621094,403.1082458496094,385.8852844238281,132.00637817382812,562.1222534179688,2339.236083984375,437.39324951171875,398.995849609375,259.4115295410156,717.5947875976562,313.10693359375,115.03469848632812,488.98370361328125,179.63014221191406,402.3092956542969,348.5389709472656,168.2304229736328,83.90375518798828,362.3045654296875,615.5692749023438,437.9460144042969,4689.5908203125,77.14125061035156,124.54399108886719,53.42332458496094,417.6248474121094,164.05970764160156,537.5585327148438,142.54244995117188,370.6707763671875,15.00261402130127,909.9830932617188,372.8728332519531,218.0006561279297,1710.539794921875,119.81427764892578,194.94769287109375
2014-01-01,33.760231018066406,140.45513916015625,898.3920288085938,442.15313720703125,215.73741149902344,1491.97412109375,67.60285186767578,148.84400939941406,275.20135498046875,74.43779754638672,386.4471130371094,395.3206481933594,112.63786315917969,605.4544067382812,2408.40966796875,408.4072265625,377.02215576171875,301.98095703125,717.5947875976562,295.5435791015625,102.78998565673828,488.5123596191406,161.47503662109375,367.0223388671875,370.08233642578125,169.92918395996094,75.66763305664062,326.8825378417969,567.0543212890625,412.8992919921875,4474.93798828125,71.20082092285156,120.76829528808594,51.07033920288086,387.7445983886719,141.52413940429688,557.6891479492188,125.26323699951172,344.22943115234375,12.592365264892578,938.8912353515625,362.5459899902344,210.4490509033203,1658.7611083984375,114.45758819580078,200.4733123779297
2014-02-01,35.93694305419922,159.85789489746094,888.83056640625,443.3716735839844,243.4214324951172,1527.164794921875,71.77241516113281,152.76646423339844,251.26318359375,77.57786560058594,389.00872802734375,369.99932861328125,122.83779907226562,655.6444091796875,2672.31884765625,451.8489990234375,373.450439453125,326.2969665527344,717.5947875976562,314.8703308105469,98.84915161132812,470.6462097167969,170.65478515625,380.1234130859375,382.4564514160156,171.26211547851562,72.25275421142578,340.5389404296875,638.230712890625,452.0000305175781,4312.99658203125,65.32791900634766,127.69314575195312,50.53558349609375,373.18927001953125,142.3971405029297,610.7391967773438,124.10831451416016,410.60357666015625,12.1591215133667,955.1276245117188,378.8377380371094,230.3493194580078,1783.3594970703125,110.64435577392578,209.3113250732422
